157;[(68, 64, 0.006555435027400747), (67, 9, 0.00844356819992842), (66, 3, 0.008669404277713566), (65, 28, 0.008887891636243483), (64, 39, 0.010301652551012008), (63, 46, 0.010546048961957544), (62, 8, 0.01184475149522135), (61, 45, 0.012200316482916529), (60, 50, 0.01223529967288739), (59, 43, 0.012566943245317819), (58, 65, 0.013866269584083102), (57, 30, 0.014037381357559497), (56, 35, 0.014127761184184351), (55, 36, 0.014131071505350645), (54, 7, 0.014642943212529347), (53, 41, 0.01479346233769796), (52, 2, 0.015214469467100256), (51, 53, 0.015705025875161427), (50, 15, 0.015980974728044384), (49, 22, 0.016406632062128335), (48, 51, 0.0174441326958491), (47, 10, 0.018783990594900324), (46, 24, 0.018856968031054522), (45, 56, 0.02038095936838602), (44, 44, 0.021808886175407105), (43, 58, 0.022105363342494577), (42, 49, 0.022342927721894945), (41, 54, 0.022631712985264008), (40, 32, 0.022706058751478908), (39, 26, 0.022922659285778857), (38, 57, 0.023227323803338695), (37, 11, 0.02393025600452492), (36, 16, 0.02393025600452492), (35, 17, 0.02393025600452492), (34, 27, 0.02393025600452492), (33, 29, 0.02393025600452492), (32, 61, 0.02393025600452492), (31, 31, 0.024848046042275307), (30, 1, 0.02543409954553444), (29, 67, 0.02582289226763823), (28, 34, 0.02775544716230849), (27, 23, 0.02929163847187799), (26, 52, 0.03421518877375718), (25, 25, 0.043237817383694144), (24, 12, 0.04467669738412938), (23, 66, 0.0513372932430477), (22, 62, 0.05325706201830094), (21, 42, 0.05369504172665751), (20, 48, 0.056484582913978065), (19, 19, 0.05716129377686996), (18, 37, 0.05870267621399683), (17, 21, 0.05878175375521699), (16, 20, 0.06082843138794669), (15, 59, 0.06289459736897163), (14, 14, 0.06979980312989476), (13, 13, 0.06988968529664352), (12, 4, 0.07090111167639046), (11, 47, 0.070935407255309), (10, 6, 0.07095733786359026), (9, 38, 0.07149196489942411), (8, 33, 0.07182169079886935), (7, 40, 0.07187144603627638), (6, 18, 0.07189860987387076), (5, 60, 0.07263281453185), (4, 0, 0.07526841176942567), (3, 5, 0.09238291308075586), (2, 63, 0.09742625772960378), (1, 55, 0.12058407892331957)]
158;[(68, 28, 0.0028874833719796378), (67, 9, 0.004194272773823116), (66, 64, 0.004202227813696835), (65, 50, 0.0045394920487781265), (64, 30, 0.004771696143125448), (63, 3, 0.005884853764048459), (62, 45, 0.007794935268100156), (61, 39, 0.008301476199293889), (60, 7, 0.008500158909101163), (59, 2, 0.008741978643127868), (58, 10, 0.011135916931566792), (57, 26, 0.01146219242704627), (56, 31, 0.011544875337546445), (55, 8, 0.011617865545855088), (54, 15, 0.012201146621949599), (53, 51, 0.012291100474662975), (52, 67, 0.012520683260067722), (51, 46, 0.012896216670420846), (50, 41, 0.01364814168895001), (49, 5, 0.01366024371564778), (48, 54, 0.01467510655814841), (47, 32, 0.014795424711208316), (46, 53, 0.014866822266299207), (45, 24, 0.015078285822924586), (44, 55, 0.015554816619833045), (43, 43, 0.018596171683813112), (42, 49, 0.01867813032328236), (41, 25, 0.019682708716599162), (40, 44, 0.02084629285072448), (39, 56, 0.021249788179681706), (38, 34, 0.022750933833159515), (37, 11, 0.02611132920947168), (36, 16, 0.02611132920947168), (35, 17, 0.02611132920947168), (34, 27, 0.02611132920947168), (33, 29, 0.02611132920947168), (32, 61, 0.02611132920947168), (31, 57, 0.029209167034073058), (30, 58, 0.030995867896531415), (29, 22, 0.03582507189411743), (28, 52, 0.03589998814359141), (27, 42, 0.036166287775774686), (26, 12, 0.040336740869850285), (25, 21, 0.041368992812521044), (24, 14, 0.04329117888790701), (23, 4, 0.04333505415164196), (22, 47, 0.04335601575202386), (21, 6, 0.04336941983095821), (20, 38, 0.04369618609739623), (19, 33, 0.04389771593761749), (18, 62, 0.04391933494900235), (17, 40, 0.04392812654552447), (16, 18, 0.04396795558103417), (15, 60, 0.04404983591168632), (14, 19, 0.046158600725094034), (13, 48, 0.04679592380867348), (12, 20, 0.04851994616888056), (11, 37, 0.052301065779271405), (10, 13, 0.05814254741060976), (9, 1, 0.05938929732028719), (8, 59, 0.06044388104881315), (7, 35, 0.06500268692182998), (6, 36, 0.06713466757976416), (5, 66, 0.06813693680490662), (4, 23, 0.07437235444828372), (3, 63, 0.07778404130698024), (2, 65, 0.08811076249123795), (1, 0, 0.09588419408063187)]
159;[(68, 28, 0.003993018025952533), (67, 2, 0.004778880729735313), (66, 67, 0.0051844209377166495), (65, 50, 0.005617630458535583), (64, 30, 0.006472202967279017), (63, 7, 0.006718905669110264), (62, 39, 0.00767650947663534), (61, 51, 0.009565289473411842), (60, 32, 0.009609933468119447), (59, 64, 0.009766332521445209), (58, 55, 0.010126610418963677), (57, 45, 0.010137852066890884), (56, 26, 0.010913278251492464), (55, 65, 0.011109027176790076), (54, 36, 0.01112778051087826), (53, 43, 0.011283267964546484), (52, 24, 0.011432127304848771), (51, 35, 0.011525520792265653), (50, 3, 0.011878205205528958), (49, 49, 0.012398147921849678), (48, 10, 0.012708640437295915), (47, 46, 0.013256474786988326), (46, 8, 0.01353115378879921), (45, 9, 0.01468964229014158), (44, 53, 0.01514968912826109), (43, 31, 0.015885423408787624), (42, 44, 0.01891274626519046), (41, 22, 0.019075709885966408), (40, 11, 0.01912554286292456), (39, 16, 0.01912554286292456), (38, 17, 0.01912554286292456), (37, 27, 0.01912554286292456), (36, 29, 0.01912554286292456), (35, 61, 0.01912554286292456), (34, 58, 0.01944713185632141), (33, 25, 0.020282158603438072), (32, 34, 0.024001605488140454), (31, 56, 0.024813279242963615), (30, 52, 0.02616613692944758), (29, 23, 0.03840997936655721), (28, 12, 0.04032597840606744), (27, 66, 0.04945502229320242), (26, 21, 0.0502032257938928), (25, 13, 0.05185206637887663), (24, 62, 0.051969781359894385), (23, 59, 0.052402297668202036), (22, 19, 0.05454741366500715), (21, 48, 0.05547097455797145), (20, 20, 0.05890619170819078), (19, 37, 0.05910872851333493), (18, 54, 0.061025885515304856), (17, 0, 0.0724398201129488), (16, 63, 0.0820310741899376), (15, 57, 0.08369988400564321), (14, 1, 0.09111442029988304), (13, 15, 0.09464394411635135), (12, 42, 0.1064069568266931), (11, 41, 0.11008758737598123), (10, 5, 0.11045729286980888), (9, 14, 0.15071067010661965), (8, 4, 0.15394161164016895), (7, 47, 0.15401607474188939), (6, 6, 0.15470698558372453), (5, 38, 0.15587262312898342), (4, 33, 0.15594038754658213), (3, 40, 0.15604841690258053), (2, 18, 0.15618990388203557), (1, 60, 0.15648077210197864)]
160;[(68, 28, 0.002002753964223225), (67, 2, 0.0023935633112777133), (66, 67, 0.003603577682760317), (65, 45, 0.003921597311245084), (64, 30, 0.0040458399566971615), (63, 64, 0.004464643888676401), (62, 50, 0.005926457967734389), (61, 7, 0.006467440493297505), (60, 22, 0.006700751829988305), (59, 39, 0.006915501710101579), (58, 5, 0.007037892007379032), (57, 15, 0.007073171098405551), (56, 26, 0.008955910543463674), (55, 41, 0.009632328740230012), (54, 56, 0.01012929232828741), (53, 3, 0.011708871212645189), (52, 35, 0.012105225848405121), (51, 36, 0.012378492394280127), (50, 65, 0.012908240771055013), (49, 9, 0.013070170084193977), (48, 43, 0.014465706253451671), (47, 10, 0.014747468270779995), (46, 54, 0.0151296814303723), (45, 8, 0.017248255263747736), (44, 32, 0.01773405223956126), (43, 46, 0.017811943281539566), (42, 31, 0.01839395013175671), (41, 55, 0.01908337507303537), (40, 25, 0.01957670379569143), (39, 51, 0.020414372133046865), (38, 52, 0.021104936359463422), (37, 53, 0.021329064515517193), (36, 12, 0.02132925213809156), (35, 62, 0.0216144110232922), (34, 19, 0.022707587747015423), (33, 48, 0.023067219314040432), (32, 11, 0.023277342448032923), (31, 16, 0.023277342448032923), (30, 17, 0.023277342448032923), (29, 27, 0.023277342448032923), (28, 29, 0.023277342448032923), (27, 61, 0.023277342448032923), (26, 20, 0.024292076545675223), (25, 24, 0.02588083887098147), (24, 42, 0.026483707563507375), (23, 66, 0.02699774424859913), (22, 49, 0.02724220114124265), (21, 13, 0.027344574455196224), (20, 23, 0.028005837764183528), (19, 58, 0.031098499334437313), (18, 21, 0.031836583117641704), (17, 1, 0.03363366738805451), (16, 34, 0.03490883685936352), (15, 59, 0.035237748704741834), (14, 14, 0.0360924486722175), (13, 4, 0.036354543220038726), (12, 47, 0.03637212827726244), (11, 6, 0.036383373196104296), (10, 38, 0.03663659687996823), (9, 33, 0.0367845646685766), (8, 40, 0.03685208213854496), (7, 60, 0.03693311076001138), (6, 18, 0.03725086194991978), (5, 0, 0.04677904939550748), (4, 57, 0.047122957119542175), (3, 44, 0.05772726798413286), (2, 37, 0.06417653905379284), (1, 63, 0.0723370293686475)]
161;[(68, 28, 0.003606804974443212), (67, 7, 0.0038888970646744347), (66, 50, 0.004794664357463452), (65, 2, 0.00491113715358904), (64, 43, 0.005681807567940456), (63, 30, 0.006732445760784911), (62, 3, 0.007139880262043152), (61, 39, 0.007248400310804759), (60, 9, 0.007989401689416531), (59, 24, 0.00806511321700809), (58, 55, 0.008131818606646912), (57, 35, 0.00813685266203712), (56, 51, 0.008223809957598194), (55, 64, 0.008258564154670078), (54, 10, 0.008470008678351237), (53, 65, 0.008541043476139598), (52, 36, 0.008708360704646645), (51, 32, 0.008739840628346318), (50, 67, 0.0097929359935498), (49, 46, 0.01047295007650706), (48, 49, 0.010565751747958485), (47, 22, 0.010839292838194625), (46, 53, 0.010992916566321065), (45, 45, 0.011372886704210883), (44, 31, 0.01245262723449958), (43, 52, 0.012624606693316553), (42, 58, 0.01282671819564185), (41, 26, 0.013596381367869559), (40, 41, 0.014094334318875745), (39, 44, 0.014201843788229862), (38, 25, 0.015278369293400096), (37, 34, 0.015299220631942112), (36, 5, 0.017837686447594203), (35, 15, 0.017859401971378808), (34, 11, 0.018122096947003286), (33, 16, 0.018122096947003286), (32, 17, 0.018122096947003286), (31, 27, 0.018122096947003286), (30, 29, 0.018122096947003286), (29, 61, 0.018122096947003286), (28, 56, 0.021512730796558688), (27, 8, 0.026721168252795136), (26, 54, 0.030200167779880105), (25, 37, 0.03478724403097244), (24, 12, 0.03813147436007247), (23, 57, 0.04380095560511943), (22, 21, 0.04439475560962047), (21, 13, 0.04707231220279984), (20, 23, 0.04748612121142837), (19, 66, 0.04915424964231263), (18, 42, 0.051896774140411384), (17, 59, 0.0562320409856254), (16, 1, 0.05774230520090129), (15, 63, 0.058501877316696205), (14, 62, 0.06057396485500066), (13, 19, 0.06433210169157011), (12, 14, 0.06634141141109928), (11, 20, 0.06640058648271596), (10, 4, 0.06754047816311004), (9, 47, 0.06757314816988813), (8, 6, 0.06759403929182817), (7, 38, 0.06810332560321863), (6, 33, 0.0684174228632578), (5, 40, 0.06846481975797691), (4, 60, 0.06865451165864311), (3, 18, 0.06880482711531943), (2, 0, 0.07135264744293168), (1, 48, 0.07375284744997834)]
162;[(68, 28, 0.004052219823878156), (67, 2, 0.005930141399303701), (66, 7, 0.006797568567918466), (65, 64, 0.008007997436026315), (64, 36, 0.008413109126046536), (63, 65, 0.008576574055534691), (62, 35, 0.008766402956732922), (61, 9, 0.008940050200268335), (60, 43, 0.0094410760819571), (59, 30, 0.009609353837649937), (58, 24, 0.011244260739867729), (57, 3, 0.011727421935235127), (56, 39, 0.01178519800936706), (55, 50, 0.01179459994598131), (54, 55, 0.011941634494454734), (53, 46, 0.011946721053104126), (52, 67, 0.012878163810722931), (51, 49, 0.013390869208022682), (50, 51, 0.013529071379382862), (49, 32, 0.013622606582549879), (48, 53, 0.014299389438520826), (47, 10, 0.014732719183290888), (46, 22, 0.015870213594000204), (45, 26, 0.017434890006607917), (44, 8, 0.01746028382047693), (43, 45, 0.017564708707816457), (42, 15, 0.019373404354613544), (41, 44, 0.020337120080063498), (40, 34, 0.020401609765375084), (39, 31, 0.021164451345349722), (38, 25, 0.02216843380521305), (37, 41, 0.022562521775406186), (36, 58, 0.02477538383420197), (35, 56, 0.03009159357543667), (34, 11, 0.030914398682624245), (33, 16, 0.030914398682624245), (32, 17, 0.030914398682624245), (31, 27, 0.030914398682624245), (30, 29, 0.030914398682624245), (29, 61, 0.030914398682624245), (28, 54, 0.031011821125274452), (27, 5, 0.03140882719461002), (26, 52, 0.031723961944863266), (25, 62, 0.037079937647876426), (24, 19, 0.039595390214423376), (23, 48, 0.03999420477668858), (22, 12, 0.04087485061344465), (21, 20, 0.041127712140752504), (20, 66, 0.04227383045757771), (19, 21, 0.04291919817694301), (18, 59, 0.04529538344018924), (17, 13, 0.048045307764058576), (16, 57, 0.054851016845676503), (15, 1, 0.058299194604087834), (14, 23, 0.05870508096872662), (13, 37, 0.060619281897509425), (12, 0, 0.0700285180212149), (11, 42, 0.0794938058655772), (10, 63, 0.08259715741954798), (9, 14, 0.10438580827148602), (8, 4, 0.10555039580092085), (7, 47, 0.10560145158613332), (6, 6, 0.10563409965510573), (5, 38, 0.10642999825110655), (4, 33, 0.10692086078301022), (3, 40, 0.10701034003807464), (2, 18, 0.10722223839551581), (1, 60, 0.10729137661105115)]
163;[(68, 28, 0.005245116016366791), (67, 50, 0.006701366395230113), (66, 7, 0.0068200779614937534), (65, 67, 0.006997922217403141), (64, 2, 0.007077452681176877), (63, 30, 0.008026551761309397), (62, 10, 0.008042370218980466), (61, 45, 0.008751829662676291), (60, 51, 0.009655882709218688), (59, 8, 0.010053484598192886), (58, 49, 0.010611387273046002), (57, 35, 0.010694823737786185), (56, 65, 0.010779096123080367), (55, 24, 0.0108772424924094), (54, 36, 0.010880839276324772), (53, 64, 0.010886667778747028), (52, 39, 0.011444148675969767), (51, 46, 0.011891892624163125), (50, 32, 0.012077163187602435), (49, 55, 0.01314580529054854), (48, 9, 0.014063406707895743), (47, 26, 0.015889667124158402), (46, 43, 0.01612846960494907), (45, 3, 0.01631988972266074), (44, 53, 0.01883850879149218), (43, 44, 0.01913440772663577), (42, 41, 0.021052506342981503), (41, 22, 0.02191403206818343), (40, 11, 0.02352163828813225), (39, 16, 0.02352163828813225), (38, 17, 0.02352163828813225), (37, 27, 0.02352163828813225), (36, 29, 0.02352163828813225), (35, 61, 0.02352163828813225), (34, 25, 0.02418570378205931), (33, 58, 0.02723154702459063), (32, 34, 0.027667701582974935), (31, 31, 0.030182608431674196), (30, 54, 0.030977771927598985), (29, 52, 0.03158604551126987), (28, 56, 0.036421098363916604), (27, 5, 0.04253847009459333), (26, 23, 0.04369258172023238), (25, 1, 0.054695557708154485), (24, 42, 0.05850499300880285), (23, 63, 0.05861948567225661), (22, 37, 0.059782950948781166), (21, 12, 0.06478540717780967), (20, 21, 0.0669804566773653), (19, 14, 0.07084725126971603), (18, 4, 0.07194000276149959), (17, 47, 0.071974800862457), (16, 6, 0.07199705281285673), (15, 38, 0.07253951356593791), (14, 33, 0.0728740708324711), (13, 40, 0.07292455511729867), (12, 18, 0.0731093257062082), (11, 60, 0.07368779275543091), (10, 15, 0.0738276080621082), (9, 57, 0.07963210600213344), (8, 66, 0.08009814160745776), (7, 13, 0.0811641061114754), (6, 59, 0.090374628203583), (5, 0, 0.09315852512783596), (4, 19, 0.1179366724802462), (3, 48, 0.11890486631606267), (2, 20, 0.12332732117176681), (1, 62, 0.12750278551039385)]
164;[(68, 10, 0.0025918787569807478), (67, 64, 0.004625383166344199), (66, 28, 0.0046739570739817715), (65, 2, 0.005259596302961245), (64, 9, 0.005305247755064912), (63, 30, 0.005942801259911534), (62, 22, 0.0065343069930238196), (61, 45, 0.006916663063286754), (60, 50, 0.007595714655556085), (59, 39, 0.008820961587668652), (58, 67, 0.009077764801444843), (57, 7, 0.009835329424739414), (56, 26, 0.010823247867797314), (55, 43, 0.01146420619275712), (54, 32, 0.01189300417946193), (53, 8, 0.012140064123448258), (52, 53, 0.012239764469757497), (51, 41, 0.012590194951843436), (50, 56, 0.01307886667919278), (49, 65, 0.013176574174613154), (48, 35, 0.013249792188976706), (47, 52, 0.014070569109334463), (46, 55, 0.014403714729294137), (45, 24, 0.01452708010887549), (44, 36, 0.014681765054155638), (43, 51, 0.014784602322360896), (42, 58, 0.014888295927784623), (41, 5, 0.015165419805955649), (40, 3, 0.01567339711006277), (39, 34, 0.016043224708839232), (38, 54, 0.016907522171090372), (37, 46, 0.017384023241142965), (36, 49, 0.01749982555478935), (35, 44, 0.01923248169889069), (34, 12, 0.019442578628819485), (33, 62, 0.021441565085994374), (32, 25, 0.022038729174850946), (31, 19, 0.022518056311273238), (30, 31, 0.022714190628879694), (29, 48, 0.022864105924218392), (28, 20, 0.02364566604020646), (27, 66, 0.024212944651060497), (26, 59, 0.02667545047511588), (25, 21, 0.02908367604711337), (24, 37, 0.02952971682004768), (23, 1, 0.03235153145197267), (22, 13, 0.03238331418154383), (21, 57, 0.033451290770586506), (20, 63, 0.04008368887211), (19, 0, 0.04317380757309153), (18, 23, 0.05397302525789738), (17, 42, 0.07069654094125033), (16, 15, 0.09825223517466253), (15, 14, 0.10252241126798056), (14, 4, 0.10450109123474816), (13, 47, 0.10455163946081647), (12, 6, 0.10458396296664929), (11, 38, 0.10537194932295979), (10, 33, 0.10585793205984051), (9, 40, 0.10593126626406868), (8, 60, 0.10622476449145979), (7, 18, 0.10644858886395259), (6, 11, 0.12537373125469498), (5, 16, 0.12537373125469498), (4, 17, 0.12537373125469498), (3, 27, 0.12537373125469498), (2, 29, 0.12537373125469498), (1, 61, 0.12537373125469498)]
165;[(68, 45, 0.005255228840951198), (67, 28, 0.005715779007334665), (66, 50, 0.006334660093444078), (65, 7, 0.006481281328660549), (64, 65, 0.006609767557885449), (63, 35, 0.007224675205483644), (62, 30, 0.007319849388366273), (61, 67, 0.0074352213780420895), (60, 36, 0.0074815715843824515), (59, 49, 0.007568545890836886), (58, 39, 0.007795933243254338), (57, 32, 0.007833273430893795), (56, 2, 0.008236998659870376), (55, 51, 0.008432160574957104), (54, 64, 0.008701719091999127), (53, 24, 0.00940099044647924), (52, 58, 0.009647021219737706), (51, 9, 0.009923955021360453), (50, 46, 0.010557483654062838), (49, 26, 0.011212670159551852), (48, 43, 0.011530251817511217), (47, 8, 0.012420375059268074), (46, 10, 0.013758271892661211), (45, 22, 0.013912848533131461), (44, 55, 0.014604639720003698), (43, 41, 0.015008972411218457), (42, 44, 0.015629650181103294), (41, 11, 0.01717113602007414), (40, 16, 0.01717113602007414), (39, 17, 0.01717113602007414), (38, 27, 0.01717113602007414), (37, 29, 0.01717113602007414), (36, 61, 0.01717113602007414), (35, 34, 0.019262922195589338), (34, 53, 0.019547943996801043), (33, 31, 0.022523206920252226), (32, 3, 0.02403751828389067), (31, 56, 0.02966327377140021), (30, 25, 0.03171698434125825), (29, 15, 0.03284117471784398), (28, 5, 0.03338592299558918), (27, 23, 0.03418088556109411), (26, 12, 0.03810455983454175), (25, 52, 0.03813698935242105), (24, 66, 0.04342755447705415), (23, 21, 0.0459225165438365), (22, 62, 0.04639810002788425), (21, 59, 0.0489278314163073), (20, 19, 0.049285371269513045), (19, 48, 0.05011765193966633), (18, 1, 0.050373762251881726), (17, 13, 0.05053119936842565), (16, 20, 0.05212057222547606), (15, 0, 0.055668234152361884), (14, 54, 0.05933482950644986), (13, 37, 0.061265449588311816), (12, 57, 0.06357711650766629), (11, 63, 0.07039566132035091), (10, 42, 0.08896665017962424), (9, 14, 0.1051773009955127), (8, 4, 0.10684665097925405), (7, 47, 0.10689833377609892), (6, 6, 0.1075416657870536), (5, 40, 0.10837633400306756), (4, 33, 0.10838616587938898), (3, 18, 0.10843686873890923), (2, 38, 0.10850345744674983), (1, 60, 0.10869416544034716)]
166;[(68, 50, 0.0021830087060684678), (67, 8, 0.004432829802200167), (66, 39, 0.004930645598290484), (65, 11, 0.005233116972299556), (64, 16, 0.005233116972299556), (63, 17, 0.005233116972299556), (62, 27, 0.005233116972299556), (61, 29, 0.005233116972299556), (60, 61, 0.005233116972299556), (59, 31, 0.006699304482417401), (58, 28, 0.006956867512050047), (57, 55, 0.007458124578477832), (56, 10, 0.007535061426675038), (55, 46, 0.008040470584160908), (54, 43, 0.008068289277835983), (53, 2, 0.009582202037081822), (52, 67, 0.009747452674496282), (51, 3, 0.009781878212797634), (50, 30, 0.010065743797196491), (49, 45, 0.011222192653609797), (48, 34, 0.011520301115863774), (47, 7, 0.013884098142499468), (46, 41, 0.014131231993218973), (45, 15, 0.01455401063554429), (44, 5, 0.01520428183958522), (43, 25, 0.017618080761646837), (42, 32, 0.018949217953898367), (41, 26, 0.019236654178448664), (40, 64, 0.020731670621755738), (39, 53, 0.021450267852871185), (38, 51, 0.023787538871886893), (37, 56, 0.025017090234332184), (36, 24, 0.02732011206249574), (35, 52, 0.02833157744403214), (34, 49, 0.030039753856796247), (33, 54, 0.032702514675389094), (32, 22, 0.033835042516964786), (31, 63, 0.03517721603385404), (30, 58, 0.03605770667294961), (29, 44, 0.03625238073241799), (28, 57, 0.03994012361045629), (27, 42, 0.04210897876816144), (26, 1, 0.04319182893167606), (25, 14, 0.0433861975405635), (24, 4, 0.04408556926872764), (23, 47, 0.04410689390080014), (22, 6, 0.04412053012352812), (21, 38, 0.04445295561960161), (20, 33, 0.04465797573333463), (19, 40, 0.04468891301927169), (18, 18, 0.04474913821000348), (17, 60, 0.04481273025678578), (16, 23, 0.04594524349889362), (15, 37, 0.058782956776938344), (14, 21, 0.06485318255366435), (13, 35, 0.07158352290225567), (12, 12, 0.07238683806565493), (11, 36, 0.07557076757204473), (10, 65, 0.08614627036876843), (9, 13, 0.08663752392465107), (8, 66, 0.09941336775889087), (7, 0, 0.10178553390937262), (6, 9, 0.10590603705344981), (5, 59, 0.1094764093255296), (4, 48, 0.15050859351490276), (3, 20, 0.1540239479185781), (2, 19, 0.16233955952953116), (1, 62, 0.162608306114161)]
167;[(68, 50, 0.0018985243038278643), (67, 28, 0.0026102350494072724), (66, 30, 0.004386668037302255), (65, 7, 0.004847371351647811), (64, 2, 0.005037345659423931), (63, 22, 0.005199089593901474), (62, 46, 0.005970438694214875), (61, 45, 0.006043501506692195), (60, 67, 0.0062382839266442724), (59, 32, 0.006806000161816428), (58, 39, 0.006876607531645096), (57, 43, 0.007151099423409635), (56, 64, 0.0071551532837244025), (55, 35, 0.00725825644857625), (54, 65, 0.007517896934362445), (53, 36, 0.0075903103956809215), (52, 8, 0.007689016201891885), (51, 51, 0.009111667663474377), (50, 55, 0.009346141913981088), (49, 26, 0.009755261958514283), (48, 10, 0.010133691167259373), (47, 9, 0.01014621062905996), (46, 3, 0.010174023861152737), (45, 49, 0.011909847462715617), (44, 24, 0.01242875627130835), (43, 31, 0.012946702994394377), (42, 41, 0.013865061518062105), (41, 34, 0.014705606119755021), (40, 44, 0.015487818998926484), (39, 52, 0.017108900535945604), (38, 15, 0.017514748210684994), (37, 58, 0.018827659588012913), (36, 53, 0.01946545251462206), (35, 11, 0.019718493900746203), (34, 16, 0.019718493900746203), (33, 17, 0.019718493900746203), (32, 27, 0.019718493900746203), (31, 29, 0.019718493900746203), (30, 61, 0.019718493900746203), (29, 25, 0.021606198424883982), (28, 56, 0.023654012726342488), (27, 5, 0.028356865902411377), (26, 37, 0.033205236565854945), (25, 54, 0.03401344160567532), (24, 12, 0.0386827972815017), (23, 63, 0.045264205773602684), (22, 42, 0.047301390763776485), (21, 21, 0.04839108794389724), (20, 13, 0.051948592647889646), (19, 66, 0.05406601543204581), (18, 59, 0.056977515011561786), (17, 14, 0.05777185920165051), (16, 47, 0.05857484887657061), (15, 6, 0.05859295805667608), (14, 4, 0.058696068107685795), (13, 38, 0.05903442585168839), (12, 33, 0.059306696717226326), (11, 1, 0.059338338241951005), (10, 40, 0.05934778205985991), (9, 60, 0.05951221386029493), (8, 18, 0.06011096902679702), (7, 0, 0.06054350217247095), (6, 62, 0.0686148779438579), (5, 57, 0.06950274654441724), (4, 19, 0.07114792760492294), (3, 20, 0.07237118211796845), (2, 48, 0.08165103804076435), (1, 23, 0.09481430062206342)]
168;[(68, 28, 0.004622503041071591), (67, 50, 0.0051668248522547255), (66, 7, 0.00684871411824195), (65, 2, 0.007239406611147414), (64, 30, 0.007422744949436733), (63, 45, 0.007566561291868945), (62, 39, 0.007815762474609356), (61, 67, 0.007852561898677224), (60, 64, 0.007878165810334958), (59, 46, 0.010522708816985027), (58, 8, 0.010995621090943875), (57, 26, 0.012419204002312223), (56, 9, 0.013962146619959426), (55, 3, 0.015097493363801617), (54, 55, 0.0167148056124653), (53, 51, 0.01806929690125736), (52, 32, 0.019166604559009204), (51, 10, 0.019925560175374057), (50, 43, 0.020332540862547765), (49, 11, 0.020543375133646125), (48, 16, 0.020543375133646125), (47, 17, 0.020543375133646125), (46, 27, 0.020543375133646125), (45, 29, 0.020543375133646125), (44, 61, 0.020543375133646125), (43, 49, 0.02058850365407794), (42, 15, 0.02099438410513077), (41, 31, 0.021159874688282954), (40, 56, 0.022111153812792383), (39, 53, 0.023792315124672725), (38, 24, 0.02448729395421534), (37, 25, 0.02578445990961975), (36, 58, 0.027887296132464767), (35, 22, 0.0320870312883359), (34, 34, 0.03434493719092202), (33, 1, 0.03766549848642342), (32, 52, 0.03961224187993806), (31, 57, 0.04755525070602551), (30, 44, 0.05041952914520975), (29, 35, 0.055562775987164637), (28, 36, 0.05665632533238962), (27, 5, 0.05666732389931961), (26, 12, 0.0569379265907507), (25, 21, 0.061050154910014864), (24, 42, 0.0629942303855392), (23, 63, 0.06681546695388951), (22, 37, 0.07122710976568414), (21, 65, 0.07175783420874748), (20, 13, 0.07581135934667438), (19, 54, 0.07868521870971779), (18, 66, 0.07869535017897167), (17, 23, 0.07969782728706076), (16, 59, 0.08149147518440991), (15, 14, 0.08435279953136698), (14, 0, 0.08563334680903412), (13, 4, 0.08593478383138486), (12, 47, 0.08597635134832571), (11, 6, 0.08600293206105891), (10, 38, 0.08670758864879125), (9, 33, 0.08710749006003604), (8, 40, 0.0871678346968674), (7, 18, 0.0872468685882819), (6, 60, 0.08735221868265075), (5, 62, 0.09072634203371899), (4, 41, 0.09450392153238718), (3, 19, 0.09704150882467732), (2, 20, 0.09859458522627396), (1, 48, 0.10396101845457761)]
